,fips,county,zhvi_weighted,population_growth,population,All industry total_growth,unemployment_rate,unemployment_rate_growth,predicted_3yr_appreciation
689,19153,"Polk, IA",201974.72648589386,1.0334909767920435,490161,1.0611977324405222,2.9,0.8529411764705882,1.2262781
1116,29121,"Macon, MO",95540.76475829807,0.9969005539435504,15117,1.0935098615745482,3.4,0.7083333333333334,1.2262735
1454,39123,"Ottawa, OH",141854.01362651357,1.0009138510175857,40525,1.1292531584438066,5.7,0.8769230769230769,1.2262709
1839,48297,"Live Oak, TX",175769.0,1.0153040006653913,12207,1.3926639880396188,3.1,0.5254237288135593,1.2262043
1927,51137,"Orange, VA",265434.0265640379,1.0480002262827404,37051,1.1980598725346308,2.9,0.725,1.226187
1477,39169,"Wayne, OH",161411.41131461793,0.9922564379614622,115710,1.1650175391578768,3.3,0.825,1.2261358
922,25013,"Hampden, MA",211972.52143474016,0.9969943007152966,466372,1.0888433642686386,4.3,0.7962962962962962,1.2259786
756,21073,"Franklin, KY",150446.14564338868,1.0138988308279646,50991,1.0323425614176271,3.6,0.9,1.2259364
1303,37013,"Beaufort, NC",129536.08717120302,0.99208343009141,46994,1.0974941253523398,4.4,0.7719298245614036,1.2257075
8,1017,"Chambers, AL",157579.5409756883,0.9854496962512964,33254,1.0348554210200227,2.9,0.5272727272727272,1.2256885
1245,36021,"Columbia, NY",271698.73164594104,0.9774143174159612,59461,1.0561724492134006,3.1,0.8378378378378378,1.225534
462,13253,"Seminole, GA",95254.98415977963,0.96000949329536,8090,1.2942909919428451,4.3,0.5375,1.2255068
1124,29151,"Osage, MO",150488.19033212974,1.000146918386836,13615,1.046583071378401,2.4,0.7058823529411765,1.2253754
1233,35049,"Santa Fe, NM",339574.3566657366,1.0107557240618992,150358,1.09911114454244,4.2,0.7924528301886793,1.225199
1220,34029,"Ocean, NJ",313267.92556429433,1.0275665640543106,607186,1.0735318374724383,3.5,0.673076923076923,1.2251897
814,21197,"Powell, KY",67478.59199921368,1.00758193380075,12359,1.1202756737107882,5.1,0.7183098591549295,1.22511
751,21063,"Elliott, KY",95204.24680814103,1.0034708316646643,7517,1.1357286485342364,7.9,0.6929824561403509,1.225091
1125,29159,"Pettis, MO",98005.67049712368,1.0021302279343889,42339,1.022231169948112,3.5,0.7142857142857142,1.2250642
1071,27165,"Watonwan, MN",76753.0,0.9904562806762408,10897,1.3222473596252884,4.0,0.8163265306122448,1.22458
731,21023,"Bracken, KY",96714.88980935693,0.9922323135755258,8303,1.1329283291211094,4.7,0.7966101694915254,1.2245525
1515,40073,"Kingfisher, OK",127649.85990338164,1.009735476846218,15765,1.3350853108452638,1.9,0.5937499999999999,1.2243935
1168,31101,"Keith, NE",124359.46886403767,0.9923418972332017,8034,1.0388269510421717,3.2,1.1034482758620692,1.22434
2065,55111,"Sauk, WI",177157.27070914058,1.0130160027666866,64442,1.1944337017892557,2.9,0.8285714285714285,1.2243168
1431,39077,"Huron, OH",117103.37293466016,0.9982695701338083,58266,1.1041849119559917,5.8,0.8787878787878788,1.2243114
1896,51033,"Caroline, VA",243927.21631678505,1.0207980331572477,30725,1.1190717411899187,3.1,0.7045454545454545,1.2243009
823,21215,"Spencer, KY",187436.50113917372,1.0553555846422338,19351,1.1131449283068362,3.4,0.9189189189189187,1.2241918
792,21149,"McLean, KY",120667.09914683606,0.9860768983613579,9207,1.0313230922452428,4.3,0.8958333333333334,1.2241389
1698,47013,"Campbell, TN",106100.83424341926,1.0014578725115624,39842,1.1231028858147505,4.6,0.6666666666666666,1.2238989
832,21233,"Webster, KY",75848.60456796917,0.981867840072832,12942,0.9916890888309984,3.9,0.6610169491525423,1.2238543
781,21123,"Larue, KY",111968.90138741098,1.0271080039948637,14398,1.0836231290741982,4.3,0.9555555555555556,1.2236845
161,6025,"Imperial, CA",204566.45962832816,1.0057498376614369,181215,1.1136808240017362,20.9,0.8636363636363636,1.2236578
1468,39151,"Stark, OH",135363.93387969915,0.99239249478507,370606,1.1213745316740058,4.6,0.8363636363636363,1.2234559
824,21217,"Taylor, KY",104102.2193034966,1.0128925749773987,25769,1.111124354390147,4.1,0.8367346938775508,1.2232454
1068,27159,"Wadena, MN",166138.81630065653,1.0097416974169742,13682,1.1275911793587097,6.0,1.0169491525423728,1.2232277
1913,51093,"Isle of Wight, VA",237275.5577594017,1.0215548092275506,37109,0.9868334500792114,2.7,0.6428571428571429,1.2231544
1299,37005,"Alleghany, NC",165827.5667548713,1.0199651982782303,11137,1.1542446267979531,4.6,0.8363636363636363,1.2231133
1941,51193,"Westmoreland, VA",292788.0,1.0207377188509263,18015,1.181168927449756,3.4,0.7555555555555555,1.2230678
2066,55115,"Shawano, WI",206431.0,0.9987058019144364,40899,1.122004331589212,3.2,0.8,1.2230597
782,21125,"Laurel, KY",95679.99093186646,1.0122340956756215,60813,1.0934804347645726,4.7,0.7704918032786886,1.223007
1922,51119,"Middlesex, VA",246062.26667710612,0.9844636710391664,10582,1.1732430224757264,2.5,0.6578947368421053,1.2229481
1730,47077,"Henderson, TN",108212.78629537586,1.0094058517321844,28117,1.1277134403767342,4.4,0.6376811594202899,1.222822
1488,40017,"Canadian, OK",161061.03451462652,1.08739899989735,148306,1.2716503380689221,2.7,0.7105263157894738,1.2226212
1985,54003,"Berkeley, WV",217370.1265771947,1.0500665262712685,119171,1.15862365430622,3.6,0.9,1.2223954
1438,39091,"Logan, OH",142107.44465515387,1.012054600248183,45672,1.0876216975080542,3.7,0.8809523809523809,1.2223871
1926,51133,"Northumberland, VA",230994.55327539032,0.9933475689881734,12095,1.193863404224042,4.1,0.7592592592592592,1.2222348
49,1107,"Pickens, AL",88188.84001968989,0.9805658056580566,19930,1.0667189799877177,3.5,0.5072463768115941,1.2217469
788,21139,"Livingston, KY",76314.68036755803,0.999565122852794,9194,1.1343071540304237,5.5,0.7746478873239437,1.2217294
1728,47073,"Hawkins, TN",114473.32203567766,1.0039070096349332,56786,1.038411126401516,4.1,0.7592592592592592,1.2217059
81,5009,"Boone, AR",120070.39688285142,1.0046431734614456,37432,1.125819946981695,3.2,0.8648648648648649,1.2214347
1944,51650,"Hampton (Independent City), VA",170843.7762290316,0.9936176813863814,134510,1.0854569303989683,3.6,0.6428571428571429,1.2212532
935,26011,"Arenac, MI",94779.95576546832,0.9831549742370196,14883,1.1715521107372653,6.4,0.7619047619047619,1.2212367
1718,47053,"Gibson, TN",95167.08529261626,0.9976243654822337,49133,1.1694117545554945,4.2,0.7118644067796609,1.2211764
356,13037,"Calhoun, GA",63578.23348947124,0.9732662368296902,6189,1.2311689371074312,3.7,0.6491228070175439,1.2210069
748,21057,"Cumberland, KY",78292.69047335161,0.9826177388203832,6614,1.2127733567907044,4.0,0.7142857142857143,1.2209926
308,12077,"Liberty, FL",85006.0,1.0065060240963857,8354,1.165547758543742,3.7,0.7115384615384616,1.2209129
1364,37143,"Perquimans, NC",136700.20042630556,1.004551559468736,13463,1.519541611611711,4.8,0.7499999999999999,1.2208242
167,6037,"Los Angeles, CA",728142.1517793112,0.9934095661580564,10039107,1.1393003660774603,4.6,0.8679245283018867,1.2207985
1646,44009,"Washington, RI",386689.85506264813,0.9956235282924624,125577,1.137742841277405,3.2,0.6666666666666667,1.2206292
177,6059,"Orange, CA",776404.1424104647,1.0033826373955526,3175692,1.1502921350526722,2.8,0.6829268292682927,1.2205038
461,13251,"Screven, GA",85685.39147042963,0.9973577090623438,13966,1.1077234945770675,5.5,0.7236842105263158,1.2204695
143,5135,"Sharp, AR",81351.23533541616,1.0255777032986415,17442,0.9891696453573604,4.9,0.890909090909091,1.2203504
191,6087,"Santa Cruz, CA",831910.9511346413,0.99568871266345,273213,1.1581799085168971,5.0,0.7142857142857143,1.2202917
1478,39171,"Williams, OH",114794.63439403324,0.9933670844952216,36692,1.1207309365094658,3.3,0.7333333333333333,1.2202435
351,13027,"Brooks, GA",118239.07893153463,0.9829570747217806,15457,1.2572315220959032,3.5,0.6603773584905661,1.2202262
1264,36059,"Nassau, NY",624637.280875255,1.0007168395341428,1356924,1.1032380022015702,3.3,0.825,1.2202142
802,21171,"Monroe, KY",91607.05470667804,1.0105323085681754,10650,1.0750740851145908,3.8,0.9047619047619048,1.220154
294,12049,"Hardee, FL",121359.23842428859,0.9896395899922849,26937,1.0110970864066309,5.3,0.7910447761194029,1.2200984
1101,29061,"Daviess, MO",111202.73293280408,1.0065661478599222,8278,1.2689167242667925,3.3,0.8684210526315791,1.2198876
1080,29001,"Adair, MO",101870.0,1.0039217239740137,25343,1.1070222559458902,3.9,0.6842105263157895,1.2198254
822,21213,"Simpson, KY",157095.64500014565,1.03223654957759,18572,1.1136740093038882,4.4,1.0,1.2197568
1593,42029,"Chester, PA",364454.0491385777,1.0159104586786696,524989,1.1290358013706492,3.2,0.8421052631578948,1.2194784
821,21211,"Shelby, KY",217950.8344374636,1.0531924035404314,49024,1.142037720466738,3.3,0.9428571428571428,1.2192605
1466,39147,"Seneca, OH",107994.49184472108,0.9947896947734688,55178,1.0654975190141132,4.2,0.8571428571428571,1.219238
1467,39149,"Shelby, OH",142513.93813454095,0.9964113606069928,48590,1.0714580973377157,3.6,0.8571428571428571,1.2191992
124,5097,"Montgomery, AR",103089.23737373736,1.005595344673232,8986,1.0881919917002951,4.6,0.9019607843137256,1.2191734
1876,50009,"Essex, VT",134265.2823693867,0.9901992287917738,6163,1.1238259604481498,3.1,0.6458333333333334,1.2191312
1095,29039,"Cedar, MO",101033.0,1.0340876333237243,14349,1.1112197225082048,3.7,0.74,1.2190466
7,1015,"Calhoun, AL",120439.07378549836,0.9881015542779608,113605,1.1148230565659392,3.6,0.5454545454545455,1.2187885
1355,37123,"Montgomery, NC",126763.0940397351,0.9953115270502912,27173,1.0830787233406671,3.8,0.7307692307692307,1.2186906
1523,40091,"McIntosh, OK",82098.19735819736,0.9913993726601236,19596,1.1462598500244876,5.5,0.6395348837209303,1.2185918
724,21009,"Barren, KY",114349.50443588596,1.011105271576446,44249,1.0844937653545847,4.3,0.9347826086956522,1.2185799
721,21003,"Allen, KY",118759.25586134152,1.0286665701462283,21315,1.0952792619459286,4.0,0.9523809523809524,1.2185475
1064,27147,"Steele, MN",204957.87345768968,1.0001364479860275,36649,1.133878631953097,3.1,0.8611111111111112,1.218533
1276,36083,"Rensselaer, NY",198074.42077937708,0.996358933795372,158714,1.2051128910314428,3.6,0.8181818181818181,1.2180812
577,18005,"Bartholomew, IN",158926.0734669571,1.0188250173292308,83779,1.1125346891888157,2.4,0.7272727272727273,1.2180398
658,19049,"Dallas, IA",275038.9981644857,1.109260753964486,93453,1.1138477310303492,2.0,0.7692307692307692,1.2180263
1527,40099,"Murray, OK",80460.38323202894,1.0117909267380834,14073,1.1417815070015558,2.8,0.6363636363636362,1.2180192
92,5031,"Craighead, AR",118235.00397179113,1.0415360797492732,110332,1.1371432915332689,2.8,0.8484848484848485,1.2177367
1460,39135,"Preble, OH",156255.45543724587,0.9933182690672304,40882,1.1338784817460947,3.8,0.7916666666666666,1.2176727
1059,27137,"St. Louis, MN",176249.49051474078,0.9955142598528756,199070,1.2198940815276254,3.9,0.6842105263157895,1.2176309
1034,27063,"Jackson, MN",118060.36405228758,0.987760834670947,9846,1.1628957885973563,3.4,0.7555555555555555,1.217604
1899,51043,"Clarke, VA",275592.1448488533,1.0227368126486638,14619,1.10533188059908,2.4,0.6857142857142857,1.217509
774,21109,"Jackson, KY",47946.0,0.9973810236456152,13329,1.1225012501372102,6.2,0.7948717948717949,1.217478
1106,29089,"Howard, MO",179055.0,0.9969098883572568,10001,1.1293998078836325,3.1,0.7045454545454545,1.2174764
1425,39065,"Hardin, OH",116511.42962323052,0.998948977641888,31365,1.1090165951876352,4.2,0.8400000000000001,1.2171425
1821,48201,"Harris, TX",227965.24211779732,1.019326508014775,4713325,1.1210410834261593,3.9,0.7358490566037736,1.2169331
1151,31035,"Clay, NE",130204.50284274074,1.0110839445802768,6203,1.0179397254860798,3.1,1.0,1.2165909
1600,42043,"Dauphin, PA",171982.29953459394,1.0149637485594247,278299,1.0872813299778448,4.1,0.8723404255319148,1.216516
1332,37073,"Gates, NC",129073.0,0.9993949347393898,11562,1.2535178205813695,3.9,0.7647058823529412,1.2164937
1860,48471,"Walker, TX",202212.9634336615,1.0156726285754054,72971,1.1091207780260215,3.9,0.7358490566037736,1.2164612
1692,47001,"Anderson, TN",178940.3502355697,1.0191981781590933,76978,1.1242070257577,3.5,0.7142857142857142,1.2164564
1439,39093,"Lorain, OH",171068.55928169243,1.010521612357187,309833,1.0774895077190814,4.4,0.7333333333333334,1.2163017
1505,40053,"Grant, OK",72672.92360945333,0.9728334081724292,4333,1.4974461354974202,2.0,0.6451612903225806,1.2162492
602,18073,"Jasper, IN",168072.97441771667,1.0046998952252657,33562,1.1205647300300603,3.6,0.679245283018868,1.2162231
835,21239,"Woodford, KY",197040.50782392747,1.023585266865763,26734,1.1459864927907613,3.0,0.9375,1.2160631
1144,31001,"Adams, NE",130183.81663697411,0.9898999463434648,31363,1.0946285679579535,3.1,1.0,1.2160592
776,21113,"Jessamine, KY",200390.60571796997,1.0363086232980332,54115,1.1198137839115672,3.5,0.8974358974358975,1.2160081
1459,39133,"Portage, OH",171962.33896206072,0.9996615821955316,162466,1.1077834732387346,4.3,0.8431372549019608,1.215809
1178,31151,"Saline, NE",165449.3055571453,0.999718864211414,14224,1.1494219646128665,3.2,1.032258064516129,1.2156779
1585,42011,"Berks, PA",190769.46881583447,1.0129394108479404,421164,1.091364297741096,4.4,0.8979591836734694,1.2154975
1129,29175,"Randolph, MO",179055.0,0.9911093311974368,24748,1.1051004980251014,3.9,0.75,1.2154783
1030,27055,"Houston, MN",154753.6036076663,0.9944928621076832,18600,1.156788380289398,3.1,0.7948717948717949,1.2153673
1497,40037,"Creek, OK",111971.20554995553,1.004649464117655,71522,1.16694697812552,3.5,0.625,1.2153075
1455,39125,"Paulding, OH",108123.27919779788,0.991135410584426,18672,1.3412694479696117,3.9,0.8478260869565218,1.2152127
1394,39003,"Allen, OH",115055.47442151267,0.9878200611892329,102351,1.109847552849029,4.1,0.82,1.214969
840,22019,"Calcasieu, LA",201955.0,1.0142993897331578,203436,1.4765529466300888,3.9,0.8125,1.2149434
1268,36067,"Onondaga, NY",144645.92212227322,0.9922841401481116,460528,1.1269023898151125,3.8,0.8260869565217391,1.2148353
1320,37049,"Craven, NC",150311.90515367602,0.9951964299633642,102139,1.1054871745853874,3.9,0.75,1.2147427
869,22103,"St. Tammany, LA",198251.6046284464,1.0314931001156582,260419,1.197155363780071,4.0,0.8,1.2147386
174,6053,"Monterey, CA",597242.8200603017,1.000248874878155,434061,1.1281070360512675,6.4,0.8311688311688312,1.2147124
1179,31153,"Sarpy, NE",223895.054500084,1.0495696784502817,187196,1.1347720415863645,2.8,0.9655172413793104,1.2146184
923,25015,"Hampshire, MA",292031.8219788866,0.996443706475676,160830,1.144528579861005,2.8,0.7368421052631579,1.2145879
238,8081,"Moffat, CO",212344.49994305888,1.0105751673767498,13283,1.075943580198763,3.3,0.8684210526315791,1.2145474
171,6045,"Mendocino, CA",431137.5338771083,0.9938591968837716,86749,1.170382774005982,4.0,0.7547169811320755,1.2143991
1564,41023,"Grant, OR",165812.69298245615,1.004605079542283,7199,1.11826991235984,6.7,0.8933333333333333,1.2143956
893,24003,"Anne Arundel, MD",367297.2699197661,1.0211192869508192,579234,1.0971148427636153,3.0,0.8108108108108107,1.2141473
1286,36103,"Suffolk, NY",488792.7862103868,0.9934035519232296,1476601,1.1074702094049171,3.5,0.7954545454545454,1.2140806
948,26041,"Delta, MI",108529.025660689,0.9886175267985412,35784,1.1034108059160879,5.1,0.7727272727272727,1.2140478
880,23009,"Hancock, ME",292816.3494905835,1.008769194078042,54987,1.116927729111599,3.1,0.6888888888888889,1.2139759
1910,51079,"Greene, VA",301049.0177887541,1.0264125537314206,19819,1.1324155375428968,2.2,0.6875,1.2137827
1072,27169,"Winona, MN",212823.45717790106,0.9925876408249936,50484,1.1097203158793447,2.8,0.7999999999999999,1.213723
646,19019,"Buchanan, IA",164618.62785208493,1.007997334221926,21175,1.1520642283285392,2.8,0.6829268292682927,1.2137108
54,1121,"Talladega, AL",100016.59498047546,0.99287416823915,79978,1.0646844249051617,3.4,0.5151515151515151,1.2136681
1627,42103,"Pike, PA",165265.15865494526,1.0155399872623054,55809,1.1287160803941796,5.7,0.9047619047619048,1.2135644
1177,31143,"Polk, NE",167848.0758570132,1.0044315992292872,5213,1.0744474150526937,2.7,1.0,1.2134819
24,1055,"Etowah, AL",113466.52096243374,0.9942929366584026,102268,1.0798654361635958,3.4,0.5762711864406779,1.2134452
2048,55055,"Jefferson, WI",275085.95346468803,1.0036110058723242,84769,1.1300629813275624,3.1,0.8157894736842106,1.2134085
961,26069,"Iosco, MI",90464.22163109848,0.9937905394716026,25127,1.2710203129993765,5.8,0.7837837837837838,1.2134066
609,18091,"LaPorte, IN",134982.0,0.996969751955145,109888,1.0898806903957166,4.2,0.7241379310344828,1.2132573
1461,39137,"Putnam, OH",138977.45264622127,0.9957067662540066,33861,1.0922527534426316,3.1,0.8378378378378378,1.2131925
1746,47109,"McNairy, TN",95889.90513642688,0.9946577887890988,25694,1.136315664285148,5.3,0.7571428571428571,1.2130455
2043,55039,"Fond du Lac, WI",180832.7850050168,1.0116621498664526,103403,1.108961074445333,2.9,0.8529411764705882,1.2129514
979,26107,"Mecosta, MI",123973.89692978586,1.007232099395007,43453,1.000562509327323,4.6,0.8070175438596491,1.2128952
1146,31011,"Boone, NE",71407.0,0.973560847552972,5192,1.074402932021673,2.7,1.0384615384615383,1.212868
407,13141,"Hancock, GA",126823.00997913456,0.9796131124753852,8457,1.1418208855608962,5.7,0.6705882352941177,1.2124918
1312,37033,"Caswell, NC",143019.9670897207,0.9933640958031202,22604,1.1355050572149792,4.4,0.8148148148148149,1.2124866
706,20085,"Jackson, KS",172945.79918739694,0.9925395629238885,13171,1.2597953783531837,2.9,0.8285714285714285,1.2123446
31,1071,"Jackson, AL",97315.7364923558,0.9930368546587676,51626,1.0704454598135482,3.3,0.5238095238095238,1.2123106
1537,40119,"Payne, OK",134234.73398917855,0.9991936469150886,81784,1.1298881396714893,2.7,0.75,1.2122585
1681,45071,"Newberry, SC",232651.53166231504,1.0133389571360785,38440,1.165711940468241,2.6,0.6046511627906977,1.2122498
2012,54065,"Morgan, WV",177956.0,1.0146374673777374,17884,1.198426720019344,3.9,0.8863636363636362,1.212122
1499,40041,"Delaware, OK",120205.44442718994,1.024877874419159,43009,1.1243977378779741,3.6,0.7659574468085106,1.2120215
245,8095,"Phillips, CO",142849.0,0.9964953271028038,4265,1.1184108470049974,1.5,0.7894736842105263,1.2119789
1002,26155,"Shiawassee, MI",152946.96726126608,0.9938723702255552,68122,1.0906932941303442,4.2,0.7924528301886793,1.2119205
916,25001,"Barnstable, MA",429910.27138074016,0.9973356309029356,212990,1.1936560248939931,4.0,0.7843137254901962,1.211829
534,17087,"Johnson, IL",125000.0,0.9970290669664365,12417,1.1180713775997109,5.8,0.6666666666666667,1.2116805
1725,47067,"Hancock, TN",102233.63220490498,1.0056205377487468,6620,1.1846877979027646,5.8,0.725,1.2116053
630,18149,"Starke, IN",148383.83759350798,0.9989573830314088,22995,1.041565653471499,4.2,0.7924528301886793,1.2114501
1489,40019,"Carter, OK",87107.04599739668,0.9933926617249282,48111,1.1671533226633355,3.2,0.64,1.2113624
2049,55057,"Juneau, WI",170912.0,1.0129815904346176,26687,1.0909954420514247,3.2,0.7441860465116279,1.2112956
1935,51171,"Shenandoah, VA",191599.49218804445,1.016524110285035,43616,1.1364521018962248,2.4,0.6486486486486486,1.2110841
1435,39085,"Lake, OH",163492.65507919065,1.0027186580982463,230149,1.1061124140131309,3.8,0.7755102040816325,1.2110469
1541,40127,"Pushmataha, OK",80800.92417906357,1.0023486901535683,11096,1.0422157202560258,4.7,0.6714285714285715,1.2110264
1300,37007,"Anson, NC",108936.1742353036,0.9714285714285714,24446,1.029665245069585,4.0,0.6896551724137931,1.2109303
1548,40143,"Tulsa, OK",152602.31545948182,1.0086709363403723,651552,1.1920108079189202,3.0,0.6666666666666666,1.2109101
1592,42027,"Centre, PA",124888.65089619119,1.002166212029574,162385,1.0951606087103205,3.4,0.8292682926829269,1.2107728
203,6111,"Ventura, CA",674403.6245632503,0.9984456930828032,846006,1.09656694477022,3.7,0.7115384615384616,1.2106626
1524,40093,"Major, OK",89863.77121193887,0.984260095471552,7629,1.2330409321637286,2.0,0.5,1.210623
833,21235,"Whitley, KY",101707.6541401875,1.0043203722166834,36264,1.10197391487273,4.9,0.7538461538461539,1.2104889
93,5033,"Crawford, AR",123002.42141239565,1.0159645375262998,63257,1.0900649872307435,3.3,0.8461538461538461,1.2104757
972,26091,"Lenawee, MI",192655.46570155025,0.9995431286549707,98451,1.0775271360767182,3.8,0.8085106382978723,1.2103106
728,21017,"Bourbon, KY",156077.69705821582,0.9830104321907601,19788,1.165014649687775,3.7,0.7872340425531915,1.2103093
1056,27129,"Renville, MN",172306.86991113384,0.9955519058372682,14548,1.1224917276342552,4.4,0.8301886792452832,1.2100904
949,26043,"Dickinson, MI",110705.0,0.9898035217067336,25239,1.1249230274541266,4.1,0.7884615384615383,1.2100763
2040,55027,"Dodge, WI",262257.1065206171,1.0052299100501247,87839,1.1061310352422284,3.0,0.8333333333333333,1.2099965
1422,39059,"Guernsey, OH",108608.27862015986,0.9914309760016322,38875,1.3743394173684136,5.5,0.7746478873239437,1.2099217
952,26049,"Genesee, MI",128967.09354322428,0.9923873757110088,405813,1.0572860770910395,4.9,0.8448275862068967,1.2096486
1378,37171,"Surry, NC",123906.57986764946,0.9968753471836462,71783,1.1305316040686717,3.5,0.7291666666666667,1.2096233
1354,37121,"Mitchell, NC",162580.03032516086,0.9978660976260336,14964,1.235437907863992,4.4,0.7213114754098362,1.2095426
1942,51510,"Alexandria (Independent City), VA",483498.85803827783,1.0174220475053926,159428,1.0404180162961538,2.0,0.6896551724137931,1.2093782
763,21087,"Green, KY",101467.90378117931,0.9974473516273132,10941,1.1160853786827185,4.2,0.9545454545454544,1.209234
674,19103,"Johnson, IA",161701.4459173906,1.0286671022541654,151140,1.08861697923963,2.0,0.7692307692307692,1.2092025
1294,36119,"Westchester, NY",601530.4996112522,0.997154391523158,967506,1.1476812118492088,3.6,0.8181818181818181,1.209043
725,21011,"Bath, KY",106827.859541828,1.0207414666013392,12500,1.2110698058653449,6.0,0.8219178082191781,1.2087905
112,5071,"Johnson, AR",106786.6907596372,1.0172618364144372,26578,1.008805863488445,4.5,0.9375,1.208756
32,1073,"Jefferson, AL",193446.04318868343,0.9973195748270216,658573,1.121899441343427,2.9,0.5087719298245613,1.2087333
380,13087,"Decatur, GA",103369.97866877768,0.9896922673263616,26404,1.2129927113040468,3.8,0.5671641791044776,1.2084782
904,24027,"Howard, MD",450619.1714670178,1.0325728561645573,325690,1.119659526229157,2.7,0.84375,1.2084248
1500,40043,"Dewey, OK",106002.9106656768,0.997145769622834,4891,1.2313562576365855,2.0,0.5128205128205129,1.2082627
1539,40123,"Pontotoc, OK",90980.64430511033,0.9940797673452432,38284,1.1812719358687025,3.0,0.7692307692307693,1.2079837
794,21155,"Marion, KY",109604.99078328912,1.0072119153383852,19273,1.149826569038676,3.7,0.8809523809523809,1.2078681
256,8121,"Washington, CO",158948.8028169014,1.0153082333471246,4908,1.1744688678377633,1.9,0.9047619047619048,1.2078316
941,26023,"Branch, MI",112170.7569994796,1.001173330879308,43517,1.1214160641144166,3.8,0.7755102040816325,1.207809
1113,29113,"Lincoln, MO",268145.03915703605,1.07012294636057,59013,1.1012068942558224,3.3,0.7333333333333333,1.2078003
1258,36047,"Kings, NY",704760.2047219245,0.9813987225231492,2559903,1.1945898222256526,4.0,0.7547169811320755,1.2076334
1659,45025,"Chesterfield, SC",122078.52756889221,0.9898091934084996,45650,1.1136529183006048,2.8,0.5714285714285714,1.207438
1787,48005,"Angelina, TX",120932.185511008,0.9889715106863438,86715,1.1399382251773158,4.0,0.6779661016949152,1.207355
169,6041,"Marin, CA",1255824.330146162,0.9933374782201551,258826,1.2081279819902435,2.4,0.7272727272727273,1.207336
1824,48215,"Hidalgo, TX",79877.0,1.0232602242744064,868707,1.1219701876331152,6.3,0.8076923076923077,1.2071899
268,10003,"New Castle, DE",259080.84637130503,1.0066569619751449,558753,1.1005554796621848,3.5,0.7954545454545454,1.2070367
730,21021,"Boyle, KY",133825.49001910535,1.0031703654263306,30060,1.1185565737570784,4.5,0.9183673469387754,1.2069461
253,8113,"San Miguel, CO",832260.9110567116,1.0202070599975053,8179,1.1191081599555457,2.7,0.8709677419354839,1.206916
1390,37195,"Wilson, NC",116035.11366850253,1.0060757376363658,81801,1.0864645201038343,5.6,0.6829268292682927,1.2067403
231,8067,"La Plata, CO",317269.0,1.0163605466772725,56221,1.075888394369898,2.4,0.8888888888888888,1.2065616
651,19031,"Cedar, IA",186605.93740219093,1.0152060170045782,18627,1.139700989383299,2.5,0.7575757575757576,1.2065364
1532,40109,"Oklahoma, OK",150984.39192226855,1.0163431305449453,797434,1.1241316831554768,3.0,0.7317073170731708,1.2064934
46,1101,"Montgomery, AL",104994.09161982381,0.9969890390456486,226486,1.0743834996227546,3.1,0.543859649122807,1.2060099
68,4011,"Greenlee, AZ",93448.98806725726,0.9849631857305816,9498,1.4493135747078207,4.0,0.5194805194805194,1.205994
1655,45017,"Calhoun, SC",125436.71727706624,0.9870455778621812,14553,1.2189558704489454,3.4,0.5666666666666667,1.2059172
1040,27085,"McLeod, MN",182014.53355041548,1.00402808470167,35893,1.0308718851772094,3.6,0.8181818181818181,1.2059102
758,21077,"Gallatin, KY",136188.0683319263,1.0172038077761212,8869,1.09414077164667,3.8,0.7916666666666666,1.2058651
455,13239,"Quitman, GA",82824.9237899073,0.9909482758620691,2299,0.9920523609163159,5.2,0.7027027027027027,1.2057782
1663,45033,"Dillon, SC",121866.0,0.9921872456785704,30479,1.1491671508429937,4.0,0.6060606060606061,1.2056308
600,18069,"Huntington, IN",137104.02976457207,1.0062269245605335,36520,1.087860859912973,3.2,0.8,1.2055514
1289,36109,"Tompkins, NY",207589.6635677925,0.9925977735035264,102180,1.0819519646857634,3.5,0.8333333333333333,1.205425
239,8083,"Montezuma, CO",250728.54836041853,1.007270908671232,26183,1.1011152954583314,4.1,0.8723404255319148,1.2054133
1947,51740,"Portsmouth (Independent City), VA",187506.2931380837,0.9919403141911416,94398,1.125055580842941,3.8,0.6333333333333333,1.2053199
128,5105,"Perry, AR",162713.0218477105,1.016430099163912,10455,1.0776771877169484,4.0,0.8333333333333334,1.2052996
608,18089,"Lake, IN",171630.3094768431,0.9987677229824808,485493,1.1208314750666657,4.8,0.7741935483870968,1.20517
98,5043,"Drew, AR",80191.95179820992,0.9819975206166118,18219,1.0399273513272471,5.2,0.912280701754386,1.2050946
981,26111,"Midland, MI",149078.82943265364,0.9968113926781904,83156,1.0768798428337496,3.7,0.7708333333333334,1.2050796
1041,27091,"Martin, MN",103477.32176656152,0.9888967041800644,19683,1.3015043603180705,3.7,0.902439024390244,1.2050385
744,21049,"Clark, KY",185570.67005738948,1.0114920085911132,36263,1.0760777833918256,3.8,0.8085106382978723,1.2050223
1159,31061,"Franklin, NE",160396.91068301225,0.99498997995992,2979,1.162583719732097,3.2,1.0666666666666669,1.204889
703,20045,"Douglas, KS",199596.81486445272,1.021702796209323,122259,1.0970836448688532,2.9,0.8285714285714285,1.2048525
1997,54033,"Harrison, WV",124369.47766816145,0.9840085443825074,67256,1.1910095905027829,4.5,0.7758620689655172,1.2046554
895,24009,"Calvert, MD",360215.7266600291,1.0161775688617494,92525,0.9896065217602628,3.1,0.8378378378378378,1.2044427
